"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CSTB",0,-1.14928007850226,0.661,0.906,0,"Monocyte_CD14highCD16low","CSTB"
"FAM89B",0,-1.00870875657854,0.212,0.456,0,"Monocyte_CD14highCD16low","FAM89B"
"TNFRSF1B",0,-0.877364599567995,0.67,0.914,0,"Monocyte_CD14highCD16low","TNFRSF1B"
"LYL1",0,-0.873328012589978,0.25,0.494,0,"Monocyte_CD14highCD16low","LYL1"
"CD68",0,-1.06674943409415,0.646,0.889,0,"Monocyte_CD14highCD16low","CD68"
"PSMC5",0,-0.632724076698117,0.288,0.53,0,"Monocyte_CD14highCD16low","PSMC5"
"ITGAM",0,1.78973853966491,0.491,0.249,0,"Monocyte_CD14highCD16low","ITGAM"
"FAM162A",0,-1.12203062811113,0.128,0.369,0,"Monocyte_CD14highCD16low","FAM162A"
"PSMC4",0,-0.982989904666412,0.191,0.432,0,"Monocyte_CD14highCD16low","PSMC4"
"SSBP4",0,-0.915712446133546,0.212,0.452,0,"Monocyte_CD14highCD16low","SSBP4"
"NAP1L1",0,-1.86495039474795,0.72,0.96,0,"Monocyte_CD14highCD16low","NAP1L1"
"RBX1",0,-0.49334485953439,0.616,0.856,0,"Monocyte_CD14highCD16low","RBX1"
"FGD2",0,-0.836107026889377,0.308,0.547,0,"Monocyte_CD14highCD16low","FGD2"
"CACYBP",0,-0.737431244649877,0.24,0.479,0,"Monocyte_CD14highCD16low","CACYBP"
"QPCT",0,3.47939479700599,0.292,0.053,0,"Monocyte_CD14highCD16low","QPCT"
"POMP",0,-0.50098483786861,0.591,0.83,0,"Monocyte_CD14highCD16low","POMP"
"AC064805.1",0,-2.56721240594386,0.041,0.279,0,"Monocyte_CD14highCD16low","AC064805.1"
"LINC02432",0,-1.64921555316465,0.13,0.368,0,"Monocyte_CD14highCD16low","LINC02432"
"UBB",0,-0.824241558866505,0.658,0.896,0,"Monocyte_CD14highCD16low","UBB"
"COX6C",0,-0.681795782089031,0.626,0.863,0,"Monocyte_CD14highCD16low","COX6C"
"HAX1",0,-0.895823181810674,0.187,0.423,0,"Monocyte_CD14highCD16low","HAX1"
"AC004687.1",0,-0.702513278962048,0.261,0.497,0,"Monocyte_CD14highCD16low","AC004687.1"
"SH3BP1",0,-0.687605438069598,0.252,0.488,0,"Monocyte_CD14highCD16low","SH3BP1"
"IFITM1",0,-2.23406508788351,0.043,0.278,0,"Monocyte_CD14highCD16low","IFITM1"
"UNC93B1",0,-0.678207862209806,0.287,0.522,0,"Monocyte_CD14highCD16low","UNC93B1"
"MYOF",0,-1.20123042715166,0.215,0.45,0,"Monocyte_CD14highCD16low","MYOF"
"WASF2",0,-0.514243117163623,0.611,0.846,0,"Monocyte_CD14highCD16low","WASF2"
"MRPS35",0,-0.96976089222546,0.186,0.421,0,"Monocyte_CD14highCD16low","MRPS35"
"TUBA1A",0,-0.592782675137576,0.596,0.831,0,"Monocyte_CD14highCD16low","TUBA1A"
"COX7B",0,-0.58988233174725,0.626,0.86,0,"Monocyte_CD14highCD16low","COX7B"
"PPM1N",0,-3.92020668660507,0.018,0.251,0,"Monocyte_CD14highCD16low","PPM1N"
"ATP5MD",0,-0.528088129421264,0.618,0.85,0,"Monocyte_CD14highCD16low","ATP5MD"
"SETBP1",0,-2.95380803167076,0.033,0.264,0,"Monocyte_CD14highCD16low","SETBP1"
"ALDOA",0,-0.833657922761889,0.201,0.432,0,"Monocyte_CD14highCD16low","ALDOA"
"SNX5",0,-0.727626951297196,0.249,0.48,0,"Monocyte_CD14highCD16low","SNX5"
"CFD",0,-1.05912521908918,0.668,0.899,0,"Monocyte_CD14highCD16low","CFD"
"CHST2",0,-2.55405312786116,0.048,0.278,0,"Monocyte_CD14highCD16low","CHST2"
"HAGH",0,-1.1147445556813,0.155,0.385,0,"Monocyte_CD14highCD16low","HAGH"
"CD93",0,1.73597675551477,0.511,0.281,0,"Monocyte_CD14highCD16low","CD93"
"ATP5MC3",0,-0.469100069658256,0.605,0.834,0,"Monocyte_CD14highCD16low","ATP5MC3"
"FAM45A",0,-0.641622454411912,0.212,0.44,0,"Monocyte_CD14highCD16low","FAM45A"
"HMGN2",0,-0.614791174115062,0.642,0.869,0,"Monocyte_CD14highCD16low","HMGN2"
"NDUFA1",0,-0.489524123453943,0.614,0.841,0,"Monocyte_CD14highCD16low","NDUFA1"
"IFITM2",0,-1.31986586949912,0.705,0.931,0,"Monocyte_CD14highCD16low","IFITM2"
"SPI1",0,-0.875857566524363,0.711,0.936,0,"Monocyte_CD14highCD16low","SPI1"
"SORL1",0,2.00118451580656,0.581,0.356,0,"Monocyte_CD14highCD16low","SORL1"
"MEGF9",0,1.94271840607508,0.638,0.414,0,"Monocyte_CD14highCD16low","MEGF9"
"ENTPD1",0,1.86659564756552,0.46,0.236,0,"Monocyte_CD14highCD16low","ENTPD1"
"PHTF2",0,-1.32100631190982,0.231,0.455,0,"Monocyte_CD14highCD16low","PHTF2"
"CRISPLD2",0,3.97285551222242,0.253,0.029,0,"Monocyte_CD14highCD16low","CRISPLD2"
"CALHM2",0,-1.33216954345774,0.131,0.355,0,"Monocyte_CD14highCD16low","CALHM2"
"HSPH1",0,-1.35422687008418,0.123,0.347,0,"Monocyte_CD14highCD16low","HSPH1"
"PTAFR",0,1.85228682778972,0.442,0.219,0,"Monocyte_CD14highCD16low","PTAFR"
"SIRPA",0,1.92051291749251,0.382,0.159,0,"Monocyte_CD14highCD16low","SIRPA"
"GDI2",0,-0.535808203145075,0.648,0.871,0,"Monocyte_CD14highCD16low","GDI2"
"CCDC115",0,-0.885717563520574,0.171,0.393,0,"Monocyte_CD14highCD16low","CCDC115"
"GRK6",0,-0.764714860962892,0.224,0.445,0,"Monocyte_CD14highCD16low","GRK6"
"AAMP",0,-0.898236500705702,0.19,0.411,0,"Monocyte_CD14highCD16low","AAMP"
"PRELID1",0,-0.862386307927869,0.695,0.915,0,"Monocyte_CD14highCD16low","PRELID1"
"AHR",0,1.84683260581063,0.47,0.25,0,"Monocyte_CD14highCD16low","AHR"
"CAPZB",0,-0.598595257971273,0.689,0.908,0,"Monocyte_CD14highCD16low","CAPZB"
"HK3",0,-0.832076367030405,0.206,0.425,0,"Monocyte_CD14highCD16low","HK3"
"TPI1",0,-0.587762952265014,0.647,0.866,0,"Monocyte_CD14highCD16low","TPI1"
"BLOC1S1",0,-0.502993862813175,0.623,0.842,0,"Monocyte_CD14highCD16low","BLOC1S1"
"PSMC3",0,-0.834228270143222,0.183,0.401,0,"Monocyte_CD14highCD16low","PSMC3"
"AMPD2",0,-0.941754938726896,0.151,0.369,0,"Monocyte_CD14highCD16low","AMPD2"
"PLEKHJ1",0,-0.659442853662626,0.206,0.424,0,"Monocyte_CD14highCD16low","PLEKHJ1"
"MRPL18",0,-0.747795746900129,0.208,0.425,0,"Monocyte_CD14highCD16low","MRPL18"
"ARPC4",0,-0.461506718875414,0.646,0.863,0,"Monocyte_CD14highCD16low","ARPC4"
"SLC25A3",0,-0.451002299005055,0.657,0.874,0,"Monocyte_CD14highCD16low","SLC25A3"
"CCR2",0,2.88430847328712,0.268,0.052,0,"Monocyte_CD14highCD16low","CCR2"
"ARL4A",0,-0.721518868031917,0.207,0.423,0,"Monocyte_CD14highCD16low","ARL4A"
"IRF7",0,-0.758381717168184,0.214,0.43,0,"Monocyte_CD14highCD16low","IRF7"
"YIF1A",0,-1.05313918811672,0.139,0.355,0,"Monocyte_CD14highCD16low","YIF1A"
"PPCDC",0,-0.596535367425707,0.111,0.326,0,"Monocyte_CD14highCD16low","PPCDC"
"PARP1",0,-0.982941547432024,0.16,0.374,0,"Monocyte_CD14highCD16low","PARP1"
"COX8A",0,-0.569880348740269,0.67,0.884,0,"Monocyte_CD14highCD16low","COX8A"
"PLD4",0,-2.51199474980142,0.041,0.254,0,"Monocyte_CD14highCD16low","PLD4"
"PGK1",0,-0.602264776089534,0.677,0.89,0,"Monocyte_CD14highCD16low","PGK1"
"GPR137B",0,-1.66650212681686,0.092,0.304,0,"Monocyte_CD14highCD16low","GPR137B"
"IL13RA1",0,1.98015074830201,0.373,0.161,0,"Monocyte_CD14highCD16low","IL13RA1"
"TSTD1",0,-1.39565903404761,0.065,0.276,0,"Monocyte_CD14highCD16low","TSTD1"
"PDCL3",0,-1.23142323216849,0.114,0.325,0,"Monocyte_CD14highCD16low","PDCL3"
"CDK2AP1",0,-1.07727811665766,0.143,0.354,0,"Monocyte_CD14highCD16low","CDK2AP1"
"NT5C",0,-0.936615977463623,0.15,0.361,0,"Monocyte_CD14highCD16low","NT5C"
"STXBP2",0,-0.741248596193976,0.666,0.877,0,"Monocyte_CD14highCD16low","STXBP2"
"ARHGAP26",0,2.06374167769756,0.624,0.414,0,"Monocyte_CD14highCD16low","ARHGAP26"
"AL139246.5",0,-1.48893025818962,0.075,0.285,0,"Monocyte_CD14highCD16low","AL139246.5"
"PSME1",0,-0.670784372815138,0.699,0.908,0,"Monocyte_CD14highCD16low","PSME1"
"SH2D3C",0,-0.908046199528496,0.195,0.404,0,"Monocyte_CD14highCD16low","SH2D3C"
"RAB27A",0,1.83676998168704,0.516,0.307,0,"Monocyte_CD14highCD16low","RAB27A"
"ST3GAL5",0,-0.892078742861799,0.206,0.415,0,"Monocyte_CD14highCD16low","ST3GAL5"
"PLAGL2",0,-1.23616986140791,0.141,0.35,0,"Monocyte_CD14highCD16low","PLAGL2"
"CARD16",0,-0.513495460554998,0.678,0.886,0,"Monocyte_CD14highCD16low","CARD16"
"FNDC3B",0,1.99648732923849,0.535,0.328,0,"Monocyte_CD14highCD16low","FNDC3B"
"TRPS1",0,2.05092450177524,0.501,0.294,0,"Monocyte_CD14highCD16low","TRPS1"
"MAML2",0,1.86240792660859,0.452,0.245,0,"Monocyte_CD14highCD16low","MAML2"
"PQLC3",0,-0.942942727095085,0.141,0.348,0,"Monocyte_CD14highCD16low","PQLC3"
"COX7A2",0,-0.480380364966461,0.671,0.878,0,"Monocyte_CD14highCD16low","COX7A2"
"MTPN",0,-0.557332127212674,0.673,0.88,0,"Monocyte_CD14highCD16low","MTPN"
"PFDN1",0,-0.710046936677757,0.194,0.399,0,"Monocyte_CD14highCD16low","PFDN1"
"DUSP5",0,-2.03624444323378,0.056,0.261,0,"Monocyte_CD14highCD16low","DUSP5"
"EAF2",0,-0.85552822929219,0.17,0.375,0,"Monocyte_CD14highCD16low","EAF2"
"PECAM1",0,-0.651609368055384,0.646,0.851,0,"Monocyte_CD14highCD16low","PECAM1"
"LAIR1",0,-0.80886506804181,0.182,0.386,0,"Monocyte_CD14highCD16low","LAIR1"
"ACTN1",0,2.09024776449585,0.355,0.151,0,"Monocyte_CD14highCD16low","ACTN1"
"RFTN1",0,-0.833169432661802,0.19,0.392,0,"Monocyte_CD14highCD16low","RFTN1"
"KIF13A",0,2.01289308234409,0.429,0.227,0,"Monocyte_CD14highCD16low","KIF13A"
"FKBP2",0,-0.763954885997457,0.156,0.358,0,"Monocyte_CD14highCD16low","FKBP2"
"F13A1",0,2.73653595613411,0.287,0.085,0,"Monocyte_CD14highCD16low","F13A1"
"CRTAP",0,1.43744903703262,0.516,0.316,0,"Monocyte_CD14highCD16low","CRTAP"
"SFMBT2",0,-1.32746276551422,0.106,0.306,0,"Monocyte_CD14highCD16low","SFMBT2"
"FGR",0,-0.457075447141116,0.685,0.885,0,"Monocyte_CD14highCD16low","FGR"
"DNAJB1",0,-0.798583523682911,0.178,0.377,0,"Monocyte_CD14highCD16low","DNAJB1"
"SPRED1",0,-1.8853773486727,0.097,0.294,0,"Monocyte_CD14highCD16low","SPRED1"
"CEBPB",0,-0.721925851636717,0.677,0.874,0,"Monocyte_CD14highCD16low","CEBPB"
"METTL9",0,1.79137993901637,0.659,0.463,0,"Monocyte_CD14highCD16low","METTL9"
"ALDH16A1",0,-1.0913993249785,0.113,0.309,0,"Monocyte_CD14highCD16low","ALDH16A1"
"MCOLN1",0,-0.995662061239126,0.139,0.334,0,"Monocyte_CD14highCD16low","MCOLN1"
"ALDH1A1",0,2.38696914939153,0.29,0.095,0,"Monocyte_CD14highCD16low","ALDH1A1"
"TNFRSF8",0,-1.81596396418808,0.06,0.253,0,"Monocyte_CD14highCD16low","TNFRSF8"
"DDAH2",0,-0.983819876985337,0.137,0.33,0,"Monocyte_CD14highCD16low","DDAH2"
"PFDN6",0,-0.873356765399192,0.137,0.33,0,"Monocyte_CD14highCD16low","PFDN6"
"SAMD4A",0,-1.26525864451443,0.127,0.32,0,"Monocyte_CD14highCD16low","SAMD4A"
"ASNA1",0,-0.906019557145061,0.132,0.325,0,"Monocyte_CD14highCD16low","ASNA1"
"RASAL3",0,-1.10386851551432,0.106,0.299,0,"Monocyte_CD14highCD16low","RASAL3"
"KDM7A",0,1.78873471068982,0.43,0.238,0,"Monocyte_CD14highCD16low","KDM7A"
"RBBP7",0,-0.769814050382975,0.155,0.347,0,"Monocyte_CD14highCD16low","RBBP7"
"HLA-DQA2",0,-1.26719799554562,0.114,0.305,0,"Monocyte_CD14highCD16low","HLA-DQA2"
"KCTD12",0,1.45535672033338,0.633,0.442,0,"Monocyte_CD14highCD16low","KCTD12"
"ALDH2",0,1.47911210384997,0.584,0.393,0,"Monocyte_CD14highCD16low","ALDH2"
"DNPH1",0,-1.40809835944502,0.094,0.284,0,"Monocyte_CD14highCD16low","DNPH1"
"PTP4A2",0,-0.490965931204102,0.722,0.911,0,"Monocyte_CD14highCD16low","PTP4A2"
"C1orf162",0,-0.533141122996882,0.702,0.891,0,"Monocyte_CD14highCD16low","C1orf162"
"AC147067.1",0,-1.65054082557448,0.061,0.25,0,"Monocyte_CD14highCD16low","AC147067.1"
"TSPAN32",0,-1.07596155028687,0.123,0.312,0,"Monocyte_CD14highCD16low","TSPAN32"
"RAP1B",0,-0.518513451726347,0.749,0.938,0,"Monocyte_CD14highCD16low","RAP1B"
"GNG5",0,-0.394672437280215,0.709,0.897,0,"Monocyte_CD14highCD16low","GNG5"
"DNASE2",0,-1.18423850784428,0.106,0.294,0,"Monocyte_CD14highCD16low","DNASE2"
"PRDX4",0,-1.19732052039615,0.101,0.289,0,"Monocyte_CD14highCD16low","PRDX4"
"BAZ2B",0,1.77518724860149,0.549,0.362,0,"Monocyte_CD14highCD16low","BAZ2B"
"COX5B",0,-0.526451814932824,0.723,0.908,0,"Monocyte_CD14highCD16low","COX5B"
"CD300C",0,-1.34360967292677,0.098,0.281,0,"Monocyte_CD14highCD16low","CD300C"
"HSP90AA1",0,-0.697322785761998,0.742,0.924,0,"Monocyte_CD14highCD16low","HSP90AA1"
"SGPP1",0,-1.59508721171933,0.084,0.266,0,"Monocyte_CD14highCD16low","SGPP1"
"S100A8",0,3.24742507535515,0.947,0.765,0,"Monocyte_CD14highCD16low","S100A8"
"MEA1",0,-0.884013733270553,0.129,0.31,0,"Monocyte_CD14highCD16low","MEA1"
"BST1",0,1.69575345275812,0.464,0.284,0,"Monocyte_CD14highCD16low","BST1"
"EPS8",0,-1.38380293403975,0.101,0.281,0,"Monocyte_CD14highCD16low","EPS8"
"SERPINA1",0,-1.12856529741683,0.765,0.945,0,"Monocyte_CD14highCD16low","SERPINA1"
"PYCARD",0,-0.508361120032105,0.726,0.905,0,"Monocyte_CD14highCD16low","PYCARD"
"SEPT6",0,-1.1374089358985,0.103,0.282,0,"Monocyte_CD14highCD16low","SEPT6"
"PLBD1",0,1.89303193672054,0.582,0.403,0,"Monocyte_CD14highCD16low","PLBD1"
"AHSA1",0,-0.857999912948605,0.135,0.311,0,"Monocyte_CD14highCD16low","AHSA1"
"ASAH1",0,-0.478928163004125,0.745,0.92,0,"Monocyte_CD14highCD16low","ASAH1"
"VSIR",0,-0.551451570721093,0.741,0.914,0,"Monocyte_CD14highCD16low","VSIR"
"DPYD",0,1.71341818438637,0.699,0.526,0,"Monocyte_CD14highCD16low","DPYD"
"COX6B1",0,-0.491381102806572,0.74,0.911,0,"Monocyte_CD14highCD16low","COX6B1"
"MYL12B",0,-0.518288092487713,0.754,0.923,0,"Monocyte_CD14highCD16low","MYL12B"
"SLC39A1",0,-0.968313918458453,0.124,0.293,0,"Monocyte_CD14highCD16low","SLC39A1"
"SCRN1",0,-1.5348168067622,0.085,0.254,0,"Monocyte_CD14highCD16low","SCRN1"
"RBBP8",0,-1.24047253266602,0.084,0.253,0,"Monocyte_CD14highCD16low","RBBP8"
"YBX1",0,-1.11269218479977,0.797,0.964,0,"Monocyte_CD14highCD16low","YBX1"
"NPC2",0,-0.876669909204014,0.774,0.941,0,"Monocyte_CD14highCD16low","NPC2"
"FKBP1A",0,-0.509471746842751,0.761,0.926,0,"Monocyte_CD14highCD16low","FKBP1A"
"AGTPBP1",0,1.57829435752743,0.574,0.41,0,"Monocyte_CD14highCD16low","AGTPBP1"
"CORO1A",0,-0.777627294688739,0.779,0.941,0,"Monocyte_CD14highCD16low","CORO1A"
"HNRNPA1",0,-0.548113099908606,0.776,0.936,0,"Monocyte_CD14highCD16low","HNRNPA1"
"PPIA",0,-0.522361006242649,0.778,0.938,0,"Monocyte_CD14highCD16low","PPIA"
"SLC25A6",0,-0.783994819672607,0.789,0.949,0,"Monocyte_CD14highCD16low","SLC25A6"
"CCNY",0,1.3687589401864,0.607,0.451,0,"Monocyte_CD14highCD16low","CCNY"
"EVI2A",0,1.38380142306578,0.641,0.49,0,"Monocyte_CD14highCD16low","EVI2A"
"EEF1B2",0,-0.408398103267397,0.787,0.936,0,"Monocyte_CD14highCD16low","EEF1B2"
"CD37",0,-0.550372361555279,0.775,0.923,0,"Monocyte_CD14highCD16low","CD37"
"TPM3",0,-0.42693934451507,0.801,0.949,0,"Monocyte_CD14highCD16low","TPM3"
"CD48",0,-0.546947292387137,0.79,0.937,0,"Monocyte_CD14highCD16low","CD48"
"EMP3",0,-0.852154550423577,0.81,0.954,0,"Monocyte_CD14highCD16low","EMP3"
"JUNB",0,-0.619608676087628,0.793,0.936,0,"Monocyte_CD14highCD16low","JUNB"
"HLA-DRB1",0,-0.700340889648586,0.812,0.955,0,"Monocyte_CD14highCD16low","HLA-DRB1"
"PGD",0,1.44685117852995,0.539,0.397,0,"Monocyte_CD14highCD16low","PGD"
"RPSA",0,-0.545542853994965,0.809,0.95,0,"Monocyte_CD14highCD16low","RPSA"
"PLXDC2",0,1.37036356666841,0.654,0.52,0,"Monocyte_CD14highCD16low","PLXDC2"
"RPS5",0,-0.530280926509279,0.817,0.95,0,"Monocyte_CD14highCD16low","RPS5"
"COX7C",0,-0.453041968074448,0.805,0.934,0,"Monocyte_CD14highCD16low","COX7C"
"ARHGDIB",0,-0.683559823728688,0.823,0.948,0,"Monocyte_CD14highCD16low","ARHGDIB"
"HLA-E",0,-0.72377814847483,0.838,0.962,0,"Monocyte_CD14highCD16low","HLA-E"
"GCA",0,1.55346220674486,0.639,0.521,0,"Monocyte_CD14highCD16low","GCA"
"UQCRB",0,-0.515173031159596,0.832,0.947,0,"Monocyte_CD14highCD16low","UQCRB"
"PTPRE",0,1.14646190565003,0.674,0.56,0,"Monocyte_CD14highCD16low","PTPRE"
"LRRK2",0,1.44439718094878,0.653,0.54,0,"Monocyte_CD14highCD16low","LRRK2"
"RAB11FIP1",0,1.3217231227765,0.643,0.531,0,"Monocyte_CD14highCD16low","RAB11FIP1"
"UBC",0,-0.524487157123057,0.855,0.963,0,"Monocyte_CD14highCD16low","UBC"
"LST1",0,-1.64742520207074,0.877,0.982,0,"Monocyte_CD14highCD16low","LST1"
"FCER1G",0,-1.20583378303268,0.858,0.962,0,"Monocyte_CD14highCD16low","FCER1G"
"ARPC2",0,-0.61975376654302,0.873,0.976,0,"Monocyte_CD14highCD16low","ARPC2"
"SAT1",0,-1.19583754243111,0.886,0.988,0,"Monocyte_CD14highCD16low","SAT1"
"RPL36A",0,-0.457395834460223,0.867,0.963,0,"Monocyte_CD14highCD16low","RPL36A"
"CFL1",0,-0.679087052164008,0.872,0.967,0,"Monocyte_CD14highCD16low","CFL1"
"RPL10A",0,-0.444982108345002,0.867,0.959,0,"Monocyte_CD14highCD16low","RPL10A"
"CD74",0,-0.645073129388956,0.888,0.979,0,"Monocyte_CD14highCD16low","CD74"
"AIF1",0,-1.23925689046067,0.887,0.974,0,"Monocyte_CD14highCD16low","AIF1"
"MNDA",0,1.72343809884259,0.921,0.838,0,"Monocyte_CD14highCD16low","MNDA"
"ARPC3",0,-0.440010621423548,0.881,0.962,0,"Monocyte_CD14highCD16low","ARPC3"
"FBXL5",0,1.3582334421871,0.656,0.576,0,"Monocyte_CD14highCD16low","FBXL5"
"HLA-DRA",0,-0.502962030914508,0.891,0.971,0,"Monocyte_CD14highCD16low","HLA-DRA"
"MYL6",0,-0.718063149239196,0.887,0.967,0,"Monocyte_CD14highCD16low","MYL6"
"COTL1",0,-1.02304947425014,0.911,0.988,0,"Monocyte_CD14highCD16low","COTL1"
"PSAP",0,-0.697556015998818,0.914,0.987,0,"Monocyte_CD14highCD16low","PSAP"
"PFN1",0,-0.825894843784342,0.9,0.971,0,"Monocyte_CD14highCD16low","PFN1"
"CST3",0,-0.657515947100414,0.903,0.973,0,"Monocyte_CD14highCD16low","CST3"
"RPL27A",0,-0.584969164682187,0.908,0.976,0,"Monocyte_CD14highCD16low","RPL27A"
"RPS19",0,-1.49488511429334,0.918,0.985,0,"Monocyte_CD14highCD16low","RPS19"
"RPL14",0,-0.382799228242855,0.905,0.97,0,"Monocyte_CD14highCD16low","RPL14"
"RPL8",0,-0.627732631202419,0.91,0.975,0,"Monocyte_CD14highCD16low","RPL8"
"RPS25",0,-0.439576685415362,0.905,0.969,0,"Monocyte_CD14highCD16low","RPS25"
"RPL23A",0,-0.427052382918833,0.904,0.965,0,"Monocyte_CD14highCD16low","RPL23A"
"S100A11",0,-0.431975321883194,0.906,0.965,0,"Monocyte_CD14highCD16low","S100A11"
"HLA-C",0,-0.663578506237759,0.92,0.978,0,"Monocyte_CD14highCD16low","HLA-C"
"NACA",0,-0.459422011490116,0.92,0.974,0,"Monocyte_CD14highCD16low","NACA"
"CD44",0,0.731609791828717,0.85,0.903,0,"Monocyte_CD14highCD16low","CD44"
"PTMA",0,-0.47551264778313,0.938,0.99,0,"Monocyte_CD14highCD16low","PTMA"
"RPS29",0,-0.494403786906553,0.923,0.974,0,"Monocyte_CD14highCD16low","RPS29"
"OAZ1",0,-0.340950553495098,0.93,0.977,0,"Monocyte_CD14highCD16low","OAZ1"
"USP15",0,1.33751781415449,0.745,0.702,0,"Monocyte_CD14highCD16low","USP15"
"RPL10",0,-0.479176354646646,0.943,0.985,0,"Monocyte_CD14highCD16low","RPL10"
"RPS27",0,-0.556671004268233,0.944,0.981,0,"Monocyte_CD14highCD16low","RPS27"
"TMSB10",0,-0.392106052599786,0.953,0.989,0,"Monocyte_CD14highCD16low","TMSB10"
"TALDO1",0,0.824966342805091,0.779,0.815,0,"Monocyte_CD14highCD16low","TALDO1"
"VIM",0,0.704070919700086,0.941,0.97,0,"Monocyte_CD14highCD16low","VIM"
"S100A9",0,2.9238382295761,0.971,0.943,0,"Monocyte_CD14highCD16low","S100A9"
"RPL41",0,-0.379469147361656,0.958,0.985,0,"Monocyte_CD14highCD16low","RPL41"
"ANXA1",0,0.924909051256802,0.834,0.807,0,"Monocyte_CD14highCD16low","ANXA1"
"EEF1A1",0,-0.440783391090054,0.972,0.997,0,"Monocyte_CD14highCD16low","EEF1A1"
"FTH1",0,-0.839521283494485,0.978,0.995,0,"Monocyte_CD14highCD16low","FTH1"
"FTL",0,-0.673324458746753,0.972,0.987,0,"Monocyte_CD14highCD16low","FTL"
"ACTB",0,-0.426302952154937,0.984,0.997,0,"Monocyte_CD14highCD16low","ACTB"
"APLP2",0,0.972081922038076,0.798,0.81,0,"Monocyte_CD14highCD16low","APLP2"
"TMSB4X",0,-0.505316975365741,0.985,0.995,0,"Monocyte_CD14highCD16low","TMSB4X"
"LYZ",0,1.91953632463,0.968,0.96,0,"Monocyte_CD14highCD16low","LYZ"
"MCL1",0,0.929271821391652,0.794,0.798,0,"Monocyte_CD14highCD16low","MCL1"
"AHNAK",0,0.93409165692188,0.782,0.778,0,"Monocyte_CD14highCD16low","AHNAK"
"B2M",0,-0.457344710638984,0.994,0.996,0,"Monocyte_CD14highCD16low","B2M"
"MALAT1",0,-0.493907219493518,0.997,0.998,0,"Monocyte_CD14highCD16low","MALAT1"
"SLC1A5",4.84147825329474e-308,-0.951834676346642,0.134,0.309,1.66788925826004e-303,"Monocyte_CD14highCD16low","SLC1A5"
"CASP1",7.13726461908017e-308,-0.465250461021342,0.618,0.839,2.45878766127312e-303,"Monocyte_CD14highCD16low","CASP1"
"ANXA5",1.18102698403769e-307,-0.423299347079901,0.721,0.91,4.06863796000985e-303,"Monocyte_CD14highCD16low","ANXA5"
"IFI35",1.87640388465933e-307,-0.619118914641071,0.245,0.468,6.46421138265138e-303,"Monocyte_CD14highCD16low","IFI35"
"RPA3",3.29330586750262e-307,-0.671174006976629,0.143,0.327,1.13454387135465e-302,"Monocyte_CD14highCD16low","RPA3"
"RPS23",1.66670731896559e-306,-0.316015992879987,0.937,0.979,5.74180671383647e-302,"Monocyte_CD14highCD16low","RPS23"
"MPDU1",3.15366735590301e-306,-0.961733177965952,0.119,0.286,1.08643840410859e-301,"Monocyte_CD14highCD16low","MPDU1"
"NDUFB8",3.70826632784442e-306,-0.505310845110308,0.445,0.701,1.2774977499424e-301,"Monocyte_CD14highCD16low","NDUFB8"
"JAML",1.17883540871109e-305,0.890709218555281,0.726,0.68,4.06108798300969e-301,"Monocyte_CD14highCD16low","JAML"
"RBM47",1.27273552594097e-305,1.48516958378524,0.581,0.438,4.38457388686665e-301,"Monocyte_CD14highCD16low","RBM47"
"CCT7",2.88486537981673e-305,-0.704789015932472,0.2,0.407,9.93836123346862e-301,"Monocyte_CD14highCD16low","CCT7"
"TSC22D3",5.23650593164671e-305,-0.548354892494921,0.71,0.887,1.80397629345229e-300,"Monocyte_CD14highCD16low","TSC22D3"
"PLXNB2",1.59610847068754e-304,-0.679613603964338,0.324,0.56,5.49859368151857e-300,"Monocyte_CD14highCD16low","PLXNB2"
"RPS2",4.48056572525001e-304,-0.309068735634472,0.921,0.982,1.54355489234863e-299,"Monocyte_CD14highCD16low","RPS2"
"MARCKS",6.47504663275145e-304,-0.496399252336788,0.506,0.768,2.23065356498288e-299,"Monocyte_CD14highCD16low","MARCKS"
"COX5A",8.30999634473399e-304,-0.483006928708904,0.535,0.785,2.86279374076086e-299,"Monocyte_CD14highCD16low","COX5A"
"CNDP2",1.21275978346784e-303,-0.677499163243682,0.244,0.463,4.1779574540467e-299,"Monocyte_CD14highCD16low","CNDP2"
"EIF4A2",1.83348911147028e-302,-0.494785123521049,0.508,0.753,6.31636998901511e-298,"Monocyte_CD14highCD16low","EIF4A2"
"HIGD1A",2.49964489661824e-302,-0.874464747405918,0.126,0.297,8.61127666884982e-298,"Monocyte_CD14highCD16low","HIGD1A"
"EIF4G3",7.96448431360125e-302,1.82618924386346,0.433,0.243,2.74376484603563e-297,"Monocyte_CD14highCD16low","EIF4G3"
"CYTH4",3.3143932494266e-301,-0.53600180540231,0.316,0.556,1.14180847442746e-296,"Monocyte_CD14highCD16low","CYTH4"
"TYROBP",7.40427109044132e-300,-0.389995171642485,0.904,0.967,2.55077139065704e-295,"Monocyte_CD14highCD16low","TYROBP"
"PSMD4",8.7342144538912e-300,-0.503308969669589,0.366,0.619,3.00893687936552e-295,"Monocyte_CD14highCD16low","PSMD4"
"CFP",1.02658902164001e-299,-0.555869969811497,0.601,0.821,3.53659917954984e-295,"Monocyte_CD14highCD16low","CFP"
"LDHA",3.18994915879702e-298,-0.498127710610345,0.481,0.733,1.09893748520557e-293,"Monocyte_CD14highCD16low","LDHA"
